identity_id,expected_looks,expected_sex,editorial_ethnicity,split,image_id,relative_path,filename,timestamp,outcome,refusal_reason,model_raw,bp,cv,sex,sex_conf,sex_source,reliability
rebel-wilson,5.4,f,white,train,rebel-wilson/3.jpg,images/roster/rebel-wilson/3.jpg,3.jpg,2026-08-18T11:00:37.016Z,scored,,4.442,9.13,9.13,f,100%,model,
rebel-wilson,5.4,f,white,train,rebel-wilson/4.jpg,images/roster/rebel-wilson/4.jpg,4.jpg,2026-08-18T11:00:37.299Z,scored,,4.077,7.53,7.53,f,100%,model,
rihanna,9.1,f,black,validation,rihanna/1.jpg,images/roster/rihanna/1.jpg,1.jpg,2026-08-18T11:00:37.633Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
rihanna,9.1,f,black,validation,rihanna/2.jpg,images/roster/rihanna/2.jpg,2.jpg,2026-08-18T11:00:38.294Z,scored,,2.169,2.64,2.64,f,99%,model,"small/distant face (~63px of real detail) — score is rougher than a tight, sharp headshot."
rihanna,9.1,f,black,validation,rihanna/3.jpg,images/roster/rihanna/3.jpg,3.jpg,2026-08-18T11:00:38.566Z,scored,,3.311,6.25,6.25,f,100%,model,
rihanna,9.1,f,black,validation,rihanna/4.jpg,images/roster/rihanna/4.jpg,4.jpg,2026-08-18T11:00:38.854Z,scored,,2.141,2.56,2.56,f,100%,model,non-standard framing (head turned (~25°)) — scored on your override; expect a rougher read.
robert-pattinson,8.9,m,white,train,robert-pattinson/1.jpg,images/roster/robert-pattinson/1.jpg,1.jpg,2026-08-18T11:00:39.135Z,refused,This angle is too far off to measure — head turned (~32°). Retake facing the camera square-on.,,,,,,,
robert-pattinson,8.9,m,white,train,robert-pattinson/2.jpg,images/roster/robert-pattinson/2.jpg,2.jpg,2026-08-18T11:00:39.795Z,scored,,3.626,6.56,6.56,m,100%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
robert-pattinson,8.9,m,white,train,robert-pattinson/3.jpg,images/roster/robert-pattinson/3.jpg,3.jpg,2026-08-18T11:00:40.110Z,refused,This angle is too far off to measure — head turned (~37°). Retake facing the camera square-on.,,,,,,,
roman-reigns,9.0,m,mixed,train,roman-reigns/1.jpg,images/roster/roman-reigns/1.jpg,1.jpg,2026-08-18T11:00:40.760Z,scored,,2.626,4.40,4.40,m,100%,model,
roman-reigns,9.0,m,mixed,train,roman-reigns/2.jpg,images/roster/roman-reigns/2.jpg,2.jpg,2026-08-18T11:00:41.093Z,scored,,2.535,4.01,4.01,m,100%,model,
roman-reigns,9.0,m,mixed,train,roman-reigns/3.jpg,images/roster/roman-reigns/3.jpg,3.jpg,2026-08-18T11:00:41.457Z,scored,,3.758,6.73,6.73,m,100%,model,
roman-reigns,9.0,m,mixed,train,roman-reigns/5.jpg,images/roster/roman-reigns/5.jpg,5.jpg,2026-08-18T11:00:41.807Z,scored,,3.793,6.78,6.78,m,100%,model,
rosa-salazar,7.0,f,latino,train,rosa-salazar/1.jpg,images/roster/rosa-salazar/1.jpg,1.jpg,2026-08-18T11:00:42.128Z,refused,This angle is too far off to measure — head turned (~34°). Retake facing the camera square-on.,,,,,,,
rosa-salazar,7.0,f,latino,train,rosa-salazar/4.jpg,images/roster/rosa-salazar/4.jpg,4.jpg,2026-08-18T11:00:42.802Z,scored,,3.408,6.34,6.34,f,99%,model,non-standard framing (head turned (~13°)) — scored on your override; expect a rougher read.
rosa-salazar,7.0,f,latino,train,rosa-salazar/5.jpg,images/roster/rosa-salazar/5.jpg,5.jpg,2026-08-18T11:00:43.123Z,refused,This angle is too far off to measure — head turned (~27°). Retake facing the camera square-on.,,,,,,,
rosa-salazar,7.0,f,latino,train,rosa-salazar/6.jpg,images/roster/rosa-salazar/6.jpg,6.jpg,2026-08-18T11:00:43.829Z,scored,,3.462,6.39,6.39,f,100%,model,non-standard framing (head tilted sideways (~11°)) — scored on your override; expect a rougher read.
rosa-salazar,7.0,f,latino,train,rosa-salazar/7.jpg,images/roster/rosa-salazar/7.jpg,7.jpg,2026-08-18T11:00:44.116Z,scored,,3.822,6.82,6.82,f,100%,model,non-standard framing (head turned (~17°)) — scored on your override; expect a rougher read.
roseanne-barr,3.5,f,white,train,roseanne-barr/3.jpg,images/roster/roseanne-barr/3.jpg,3.jpg,2026-08-18T11:00:44.433Z,scored,,2.619,4.36,4.36,f,100%,model,
roseanne-barr,3.5,f,white,train,roseanne-barr/5.jpg,images/roster/roseanne-barr/5.jpg,5.jpg,2026-08-18T11:00:44.716Z,scored,,3.012,5.89,5.89,f,100%,model,
roseanne-barr,3.5,f,white,train,roseanne-barr/6.jpg,images/roster/roseanne-barr/6.jpg,6.jpg,2026-08-18T11:00:44.996Z,scored,,3.229,6.17,6.17,f,100%,model,
roseanne-barr,3.5,f,white,train,roseanne-barr/7.jpg,images/roster/roseanne-barr/7.jpg,7.jpg,2026-08-18T11:00:45.288Z,scored,,2.912,5.70,5.70,f,100%,model,
roseanne-barr,3.5,f,white,train,roseanne-barr/8.jpg,images/roster/roseanne-barr/8.jpg,8.jpg,2026-08-18T11:00:45.583Z,scored,,2.901,5.67,5.67,f,100%,model,
rosie-odonnell,3.8,f,white,train,rosie-odonnell/2.jpg,images/roster/rosie-odonnell/2.jpg,2.jpg,2026-08-18T11:00:45.923Z,scored,,2.547,4.06,4.06,f,99%,model,
rosie-odonnell,3.8,f,white,train,rosie-odonnell/3.jpg,images/roster/rosie-odonnell/3.jpg,3.jpg,2026-08-18T11:00:46.222Z,scored,,3.173,6.11,6.11,f,97%,model,
rosie-odonnell,3.8,f,white,train,rosie-odonnell/4.jpg,images/roster/rosie-odonnell/4.jpg,4.jpg,2026-08-18T11:00:46.499Z,scored,,2.310,3.16,3.16,f,100%,model,non-standard framing (head tilted sideways (~13°)) — scored on your override; expect a rougher read.
rosie-odonnell,3.8,f,white,train,rosie-odonnell/5.jpg,images/roster/rosie-odonnell/5.jpg,5.jpg,2026-08-18T11:00:46.773Z,scored,,2.744,5.02,5.02,f,99%,model,non-standard framing (head tilted sideways (~18°)) — scored on your override; expect a rougher read.
rosie-odonnell,3.8,f,white,train,rosie-odonnell/6.jpg,images/roster/rosie-odonnell/6.jpg,6.jpg,2026-08-18T11:00:47.088Z,scored,,3.499,6.42,6.42,f,100%,model,non-standard framing (head turned (~18°)) — scored on your override; expect a rougher read.
rudy-giuliani,3.5,m,white,holdout,rudy-giuliani/1.jpg,images/roster/rudy-giuliani/1.jpg,1.jpg,2026-08-18T11:00:47.522Z,scored,,2.879,5.61,5.61,m,100%,model,
rudy-giuliani,3.5,m,white,holdout,rudy-giuliani/2.jpg,images/roster/rudy-giuliani/2.jpg,2.jpg,2026-08-18T11:00:47.844Z,refused,"Face too small (40px wide, 8% of a 500×335 frame) — use a closer, higher-res photo.",,,,,,,
rudy-giuliani,3.5,m,white,holdout,rudy-giuliani/3.jpg,images/roster/rudy-giuliani/3.jpg,3.jpg,2026-08-18T11:00:48.511Z,scored,,2.755,5.10,5.10,m,100%,model,
rudy-giuliani,3.5,m,white,holdout,rudy-giuliani/4.jpg,images/roster/rudy-giuliani/4.jpg,4.jpg,2026-08-18T11:00:48.826Z,scored,,2.619,4.36,4.36,m,100%,model,non-standard framing (head turned (~14°)) — scored on your override; expect a rougher read.
russell-brand,7.0,m,white,holdout,russell-brand/1.jpg,images/roster/russell-brand/1.jpg,1.jpg,2026-08-18T11:00:49.118Z,scored,,2.285,3.08,3.08,m,100%,model,non-standard framing (head turned (~19°)) — scored on your override; expect a rougher read.
russell-brand,7.0,m,white,holdout,russell-brand/2.jpg,images/roster/russell-brand/2.jpg,2.jpg,2026-08-18T11:00:49.397Z,scored,,3.952,7.09,7.09,m,100%,model,
russell-brand,7.0,m,white,holdout,russell-brand/4.jpg,images/roster/russell-brand/4.jpg,4.jpg,2026-08-18T11:00:49.695Z,scored,,3.221,6.16,6.16,m,100%,model,
russell-brand,7.0,m,white,holdout,russell-brand/5.jpg,images/roster/russell-brand/5.jpg,5.jpg,2026-08-18T11:00:50.004Z,scored,,3.360,6.29,6.29,m,99%,model,
russell-brand,7.0,m,white,holdout,russell-brand/6.jpg,images/roster/russell-brand/6.jpg,6.jpg,2026-08-18T11:00:50.327Z,scored,,4.030,7.37,7.37,m,100%,model,
ryan-gosling,8.5,m,white,train,ryan-gosling/1.jpg,images/roster/ryan-gosling/1.jpg,1.jpg,2026-08-18T11:00:50.626Z,scored,,3.538,6.46,6.46,m,100%,model,
ryan-gosling,8.5,m,white,train,ryan-gosling/3.jpg,images/roster/ryan-gosling/3.jpg,3.jpg,2026-08-18T11:00:50.987Z,scored,,3.934,7.04,7.04,m,100%,model,
ryan-gosling,8.5,m,white,train,ryan-gosling/4.jpg,images/roster/ryan-gosling/4.jpg,4.jpg,2026-08-18T11:00:51.282Z,scored,,3.085,6.00,6.00,m,100%,model,
ryan-gosling,8.5,m,white,train,ryan-gosling/5.jpg,images/roster/ryan-gosling/5.jpg,5.jpg,2026-08-18T11:00:51.574Z,scored,,2.970,5.81,5.81,m,75%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
ryan-gosling,8.5,m,white,train,ryan-gosling/6.jpg,images/roster/ryan-gosling/6.jpg,6.jpg,2026-08-18T11:00:51.860Z,scored,,4.040,7.40,7.40,m,100%,model,
ryan-reynolds,8.0,m,white,train,ryan-reynolds/1.jpg,images/roster/ryan-reynolds/1.jpg,1.jpg,2026-08-18T11:00:52.157Z,scored,,3.846,6.87,6.87,m,100%,model,
ryan-reynolds,8.0,m,white,train,ryan-reynolds/2.jpg,images/roster/ryan-reynolds/2.jpg,2.jpg,2026-08-18T11:00:52.520Z,scored,,3.722,6.68,6.68,m,100%,model,
ryan-reynolds,8.0,m,white,train,ryan-reynolds/4.jpg,images/roster/ryan-reynolds/4.jpg,4.jpg,2026-08-18T11:00:52.814Z,scored,,3.085,6.00,6.00,m,100%,model,
ryan-reynolds,8.0,m,white,train,ryan-reynolds/5.jpg,images/roster/ryan-reynolds/5.jpg,5.jpg,2026-08-18T11:00:53.110Z,scored,,3.857,6.89,6.89,m,100%,model,
ryan-reynolds,8.0,m,white,train,ryan-reynolds/6.jpg,images/roster/ryan-reynolds/6.jpg,6.jpg,2026-08-18T11:00:53.413Z,scored,,4.274,8.42,8.42,m,100%,model,
sabrina-carpenter,8.3,f,white,train,sabrina-carpenter/1.jpg,images/roster/sabrina-carpenter/1.jpg,1.jpg,2026-08-18T11:00:53.709Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
sabrina-carpenter,8.3,f,white,train,sabrina-carpenter/2.jpg,images/roster/sabrina-carpenter/2.jpg,2.jpg,2026-08-18T11:00:54.377Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
sabrina-carpenter,8.3,f,white,train,sabrina-carpenter/3.jpg,images/roster/sabrina-carpenter/3.jpg,3.jpg,2026-08-18T11:00:54.997Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
sam-bankman-fried,3.0,m,white,train,sam-bankman-fried/3.jpg,images/roster/sam-bankman-fried/3.jpg,3.jpg,2026-08-18T11:00:55.626Z,scored,,4.032,7.37,7.37,m,97%,model,
sam-bankman-fried,3.0,m,white,train,sam-bankman-fried/7.jpg,images/roster/sam-bankman-fried/7.jpg,7.jpg,2026-08-18T11:00:55.924Z,refused,This angle is too far off to measure — head turned (~36°). Retake facing the camera square-on.,,,,,,,
scarlett-johansson,9.2,f,white,train,scarlett-johansson/1.jpg,images/roster/scarlett-johansson/1.jpg,1.jpg,2026-08-18T11:00:56.579Z,scored,,3.655,6.60,6.60,f,100%,model,
scarlett-johansson,9.2,f,white,train,scarlett-johansson/2.jpg,images/roster/scarlett-johansson/2.jpg,2.jpg,2026-08-18T11:00:56.876Z,scored,,2.476,3.74,3.74,f,81%,model,non-standard framing (head turned (~16°); head tilted sideways (~11°)) — scored on your override; expect a rougher read.
scarlett-johansson,9.2,f,white,train,scarlett-johansson/3.jpg,images/roster/scarlett-johansson/3.jpg,3.jpg,2026-08-18T11:00:57.222Z,refused,This angle is too far off to measure — head turned (~45°). Retake facing the camera square-on.,,,,,,,
scarlett-johansson,9.2,f,white,train,scarlett-johansson/4.jpg,images/roster/scarlett-johansson/4.jpg,4.jpg,2026-08-18T11:00:57.891Z,scored,,3.695,6.64,6.64,f,100%,model,non-standard framing (head turned (~23°)) — scored on your override; expect a rougher read.
scarlett-johansson,9.2,f,white,train,scarlett-johansson/5.jpg,images/roster/scarlett-johansson/5.jpg,5.jpg,2026-08-18T11:00:58.184Z,scored,,3.162,6.10,6.10,f,100%,model,
selene-ashford,9.5,f,mixed,train,selene-ashford/1.jpg,images/roster/selene-ashford/1.jpg,1.jpg,2026-08-18T11:00:58.514Z,scored,,3.506,6.43,6.43,f,100%,model,non-standard framing (head tilted sideways (~19°)) — scored on your override; expect a rougher read.
selene-ashford,9.5,f,mixed,train,selene-ashford/2.jpg,images/roster/selene-ashford/2.jpg,2.jpg,2026-08-18T11:00:58.813Z,refused,This angle is too far off to measure — head turned (~29°); head tilted sideways (~15°). Retake facing the camera square-on.,,,,,,,
selene-ashford,9.5,f,mixed,train,selene-ashford/3.jpg,images/roster/selene-ashford/3.jpg,3.jpg,2026-08-18T11:00:59.497Z,scored,,3.506,6.43,6.43,f,100%,model,non-standard framing (head tilted sideways (~14°)) — scored on your override; expect a rougher read.
selene-ashford,9.5,f,mixed,train,selene-ashford/4.jpg,images/roster/selene-ashford/4.jpg,4.jpg,2026-08-18T11:00:59.791Z,scored,,3.030,5.92,5.92,f,100%,model,non-standard framing (head turned (~25°); head tilted sideways (~23°)) — scored on your override; expect a rougher read.
selene-ashford,9.5,f,mixed,train,selene-ashford/5.jpg,images/roster/selene-ashford/5.jpg,5.jpg,2026-08-18T11:01:00.076Z,refused,This angle is too far off to measure — head turned (~23°); head tilted sideways (~27°). Retake facing the camera square-on.,,,,,,,
serena-williams,6.4,f,black,train,serena-williams/1.jpg,images/roster/serena-williams/1.jpg,1.jpg,2026-08-18T11:01:00.729Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
serena-williams,6.4,f,black,train,serena-williams/2.jpg,images/roster/serena-williams/2.jpg,2.jpg,2026-08-18T11:01:01.381Z,refused,This angle is too far off to measure — head turned (~33°). Retake facing the camera square-on.,,,,,,,
serena-williams,6.4,f,black,train,serena-williams/3.jpg,images/roster/serena-williams/3.jpg,3.jpg,2026-08-18T11:01:02.062Z,refused,This angle is too far off to measure — head turned (~30°). Retake facing the camera square-on.,,,,,,,
serena-williams,6.4,f,black,train,serena-williams/4.jpg,images/roster/serena-williams/4.jpg,4.jpg,2026-08-18T11:01:02.710Z,refused,This angle is too far off to measure — head turned (~31°). Retake facing the camera square-on.,,,,,,,
seth-rogen,4.5,m,white,train,seth-rogen/1.jpg,images/roster/seth-rogen/1.jpg,1.jpg,2026-08-18T11:01:03.377Z,scored,,3.414,6.35,6.35,m,100%,model,
seth-rogen,4.5,m,white,train,seth-rogen/2.jpg,images/roster/seth-rogen/2.jpg,2.jpg,2026-08-18T11:01:03.701Z,scored,,2.700,4.78,4.78,m,100%,model,non-standard framing (head turned (~17°)) — scored on your override; expect a rougher read.
seth-rogen,4.5,m,white,train,seth-rogen/3.jpg,images/roster/seth-rogen/3.jpg,3.jpg,2026-08-18T11:01:04.076Z,scored,,2.411,3.51,3.51,m,100%,model,
seth-rogen,4.5,m,white,train,seth-rogen/4.jpg,images/roster/seth-rogen/4.jpg,4.jpg,2026-08-18T11:01:04.423Z,scored,,3.562,6.49,6.49,m,100%,model,
seth-rogen,4.5,m,white,train,seth-rogen/5.jpg,images/roster/seth-rogen/5.jpg,5.jpg,2026-08-18T11:01:04.706Z,scored,,3.208,6.15,6.15,m,100%,model,
shaelah-mcgilton,8.4,f,mixed,validation,shaelah-mcgilton/1.jpg,images/roster/shaelah-mcgilton/1.jpg,1.jpg,2026-08-18T11:01:05.010Z,scored,,3.922,7.01,7.01,f,100%,model,non-standard framing (head turned (~15°); head tilted sideways (~15°)) — scored on your override; expect a rougher read.
shakira,8.4,f,latino,train,shakira/1.jpg,images/roster/shakira/1.jpg,1.jpg,2026-08-18T11:01:05.315Z,scored,,3.739,6.70,6.70,f,100%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
shakira,8.4,f,latino,train,shakira/2.jpg,images/roster/shakira/2.jpg,2.jpg,2026-08-18T11:01:05.608Z,scored,,3.304,6.24,6.24,f,100%,model,
shakira,8.4,f,latino,train,shakira/3.jpg,images/roster/shakira/3.jpg,3.jpg,2026-08-18T11:01:05.924Z,scored,,3.672,6.61,6.61,f,100%,model,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
shakira,8.4,f,latino,train,shakira/4.jpg,images/roster/shakira/4.jpg,4.jpg,2026-08-18T11:01:06.210Z,scored,,2.913,5.70,5.70,f,100%,model,
shia-labeouf,6.5,m,white,validation,shia-labeouf/1.jpg,images/roster/shia-labeouf/1.jpg,1.jpg,2026-08-18T11:01:06.539Z,scored,,3.352,6.29,6.29,m,100%,model,
shia-labeouf,6.5,m,white,validation,shia-labeouf/2.jpg,images/roster/shia-labeouf/2.jpg,2.jpg,2026-08-18T11:01:06.840Z,scored,,3.415,6.35,6.35,m,100%,model,non-standard framing (head turned (~21°)) — scored on your override; expect a rougher read.
shia-labeouf,6.5,m,white,validation,shia-labeouf/3.jpg,images/roster/shia-labeouf/3.jpg,3.jpg,2026-08-18T11:01:07.131Z,scored,,3.212,6.15,6.15,m,100%,model,
shia-labeouf,6.5,m,white,validation,shia-labeouf/4.jpg,images/roster/shia-labeouf/4.jpg,4.jpg,2026-08-18T11:01:07.427Z,scored,,3.929,7.03,7.03,m,100%,model,
shia-labeouf,6.5,m,white,validation,shia-labeouf/5.jpg,images/roster/shia-labeouf/5.jpg,5.jpg,2026-08-18T11:01:07.720Z,scored,,3.763,6.74,6.74,m,100%,model,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
shohei-ohtani,7.5,m,east-asian,train,shohei-ohtani/1.jpg,images/roster/shohei-ohtani/1.jpg,1.jpg,2026-08-18T11:01:08.061Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
shohei-ohtani,7.5,m,east-asian,train,shohei-ohtani/2.jpg,images/roster/shohei-ohtani/2.jpg,2.jpg,2026-08-18T11:01:08.713Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
shohei-ohtani,7.5,m,east-asian,train,shohei-ohtani/3.jpg,images/roster/shohei-ohtani/3.jpg,3.jpg,2026-08-18T11:01:09.352Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
simone-biles,6.5,f,black,validation,simone-biles/1.jpg,images/roster/simone-biles/1.jpg,1.jpg,2026-08-18T11:01:09.997Z,scored,,2.682,4.70,4.70,f,100%,model,non-standard framing (head turned (~22°); head tilted sideways (~15°)) — scored on your override; expect a rougher read.
simone-biles,6.5,f,black,validation,simone-biles/2.jpg,images/roster/simone-biles/2.jpg,2.jpg,2026-08-18T11:01:10.276Z,scored,,2.509,3.90,3.90,f,79%,model,non-standard framing (head turned (~18°)) — scored on your override; expect a rougher read.
simone-biles,6.5,f,black,validation,simone-biles/3.jpg,images/roster/simone-biles/3.jpg,3.jpg,2026-08-18T11:01:10.592Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
simone-biles,6.5,f,black,validation,simone-biles/4.jpg,images/roster/simone-biles/4.jpg,4.jpg,2026-08-18T11:01:11.261Z,refused,This angle is too far off to measure — head turned (~30°). Retake facing the camera square-on.,,,,,,,
simu-liu,7.7,m,east-asian,train,simu-liu/1.jpg,images/roster/simu-liu/1.jpg,1.jpg,2026-08-18T11:01:11.904Z,scored,,2.700,4.79,4.79,m,100%,model,"small/distant face (~110px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~24°)) — scored on your override; expect a rougher read."
simu-liu,7.7,m,east-asian,train,simu-liu/2.jpg,images/roster/simu-liu/2.jpg,2.jpg,2026-08-18T11:01:12.275Z,scored,,2.678,4.68,4.68,m,100%,model,"small/distant face (~79px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~18°)) — scored on your override; expect a rougher read."
simu-liu,7.7,m,east-asian,train,simu-liu/3.jpg,images/roster/simu-liu/3.jpg,3.jpg,2026-08-18T11:01:12.580Z,scored,,2.670,4.64,4.64,m,100%,model,
snoop-dogg,5.4,m,black,validation,snoop-dogg/1.jpg,images/roster/snoop-dogg/1.jpg,1.jpg,2026-08-18T11:01:12.872Z,scored,,2.842,5.50,5.50,m,100%,model,non-standard framing (head tilted sideways (~13°)) — scored on your override; expect a rougher read.
snoop-dogg,5.4,m,black,validation,snoop-dogg/2.jpg,images/roster/snoop-dogg/2.jpg,2.jpg,2026-08-18T11:01:13.168Z,scored,,2.784,5.24,5.24,m,100%,model,non-standard framing (head turned (~17°)) — scored on your override; expect a rougher read.
snoop-dogg,5.4,m,black,validation,snoop-dogg/3.jpg,images/roster/snoop-dogg/3.jpg,3.jpg,2026-08-18T11:01:13.457Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
snoop-dogg,5.4,m,black,validation,snoop-dogg/4.jpg,images/roster/snoop-dogg/4.jpg,4.jpg,2026-08-18T11:01:14.118Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
sofia-vergara,8.8,f,latino,validation,sofia-vergara/1.jpg,images/roster/sofia-vergara/1.jpg,1.jpg,2026-08-18T11:01:14.764Z,scored,,3.658,6.60,6.60,f,100%,model,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
sofia-vergara,8.8,f,latino,validation,sofia-vergara/2.jpg,images/roster/sofia-vergara/2.jpg,2.jpg,2026-08-18T11:01:15.073Z,scored,,2.940,5.75,5.75,f,100%,model,
sofia-vergara,8.8,f,latino,validation,sofia-vergara/3.jpg,images/roster/sofia-vergara/3.jpg,3.jpg,2026-08-18T11:01:15.382Z,scored,,3.902,6.97,6.97,f,100%,model,
sofia-vergara,8.8,f,latino,validation,sofia-vergara/4.jpg,images/roster/sofia-vergara/4.jpg,4.jpg,2026-08-18T11:01:15.693Z,scored,,3.209,6.15,6.15,f,100%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
spencer-pratt,5.5,m,white,train,spencer-pratt/3.jpg,images/roster/spencer-pratt/3.jpg,3.jpg,2026-08-18T11:01:16.010Z,scored,,2.927,5.73,5.73,m,100%,model,non-standard framing (head turned (~18°)) — scored on your override; expect a rougher read.
spencer-pratt,5.5,m,white,train,spencer-pratt/4.jpg,images/roster/spencer-pratt/4.jpg,4.jpg,2026-08-18T11:01:16.297Z,scored,,3.433,6.37,6.37,m,100%,model,
spencer-pratt,5.5,m,white,train,spencer-pratt/5.jpg,images/roster/spencer-pratt/5.jpg,5.jpg,2026-08-18T11:01:16.578Z,scored,,3.223,6.16,6.16,m,100%,model,
spencer-pratt,5.5,m,white,train,spencer-pratt/6.jpg,images/roster/spencer-pratt/6.jpg,6.jpg,2026-08-18T11:01:16.891Z,scored,,3.299,6.24,6.24,m,100%,model,
steve-buscemi,2.5,m,white,holdout,steve-buscemi/1.jpg,images/roster/steve-buscemi/1.jpg,1.jpg,2026-08-18T11:01:17.192Z,scored,,2.851,5.53,5.53,m,100%,model,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
steve-buscemi,2.5,m,white,holdout,steve-buscemi/3.jpg,images/roster/steve-buscemi/3.jpg,3.jpg,2026-08-18T11:01:17.493Z,scored,,2.881,5.62,5.62,m,99%,model,
steve-buscemi,2.5,m,white,holdout,steve-buscemi/5.jpg,images/roster/steve-buscemi/5.jpg,5.jpg,2026-08-18T11:01:17.796Z,scored,,2.700,4.78,4.78,m,100%,model,
steve-buscemi,2.5,m,white,holdout,steve-buscemi/6.jpg,images/roster/steve-buscemi/6.jpg,6.jpg,2026-08-18T11:01:18.110Z,scored,,3.016,5.90,5.90,m,100%,model,
steve-buscemi,2.5,m,white,holdout,steve-buscemi/7.jpg,images/roster/steve-buscemi/7.jpg,7.jpg,2026-08-18T11:01:18.412Z,scored,,2.743,5.01,5.01,m,100%,model,
susan-boyle,3.0,f,white,train,susan-boyle/1.jpg,images/roster/susan-boyle/1.jpg,1.jpg,2026-08-18T11:01:18.707Z,refused,This angle is too far off to measure — head turned (~41°); head tilted sideways (~12°). Retake facing the camera square-on.,,,,,,,
susan-boyle,3.0,f,white,train,susan-boyle/2.jpg,images/roster/susan-boyle/2.jpg,2.jpg,2026-08-18T11:01:19.374Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
susan-boyle,3.0,f,white,train,susan-boyle/4.jpg,images/roster/susan-boyle/4.jpg,4.jpg,2026-08-18T11:01:20.088Z,scored,,1.883,2.10,2.10,f,100%,model,
susan-boyle,3.0,f,white,train,susan-boyle/5.jpg,images/roster/susan-boyle/5.jpg,5.jpg,2026-08-18T11:01:20.437Z,scored,,2.830,5.45,5.45,f,73%,model,
susan-boyle,3.0,f,white,train,susan-boyle/6.jpg,images/roster/susan-boyle/6.jpg,6.jpg,2026-08-18T11:01:20.726Z,scored,,2.687,4.73,4.73,f,100%,model,
sydney-sweeney,9.0,f,white,holdout,sydney-sweeney/1.jpg,images/roster/sydney-sweeney/1.jpg,1.jpg,2026-08-18T11:01:21.037Z,scored,,3.223,6.16,6.16,f,100%,model,
sydney-sweeney,9.0,f,white,holdout,sydney-sweeney/2.jpg,images/roster/sydney-sweeney/2.jpg,2.jpg,2026-08-18T11:01:21.344Z,scored,,3.550,6.47,6.47,f,100%,model,
sydney-sweeney,9.0,f,white,holdout,sydney-sweeney/3.jpg,images/roster/sydney-sweeney/3.jpg,3.jpg,2026-08-18T11:01:21.682Z,scored,,3.252,6.19,6.19,f,100%,model,
sydney-sweeney,9.0,f,white,holdout,sydney-sweeney/4.jpg,images/roster/sydney-sweeney/4.jpg,4.jpg,2026-08-18T11:01:22.004Z,scored,,3.361,6.29,6.29,f,100%,model,non-standard framing (head tilted sideways (~24°)) — scored on your override; expect a rougher read.
sydney-sweeney,9.0,f,white,holdout,sydney-sweeney/5.jpg,images/roster/sydney-sweeney/5.jpg,5.jpg,2026-08-18T11:01:22.316Z,scored,,4.021,7.33,7.33,f,100%,model,
taylor-swift,7.5,f,white,validation,taylor-swift/2.jpg,images/roster/taylor-swift/2.jpg,2.jpg,2026-08-18T11:01:22.612Z,scored,,3.875,6.93,6.93,f,100%,model,
taylor-swift,7.5,f,white,validation,taylor-swift/3.jpg,images/roster/taylor-swift/3.jpg,3.jpg,2026-08-18T11:01:22.951Z,scored,,2.031,2.23,2.23,f,100%,model,non-standard framing (head turned (~22°)) — scored on your override; expect a rougher read.
taylor-swift,7.5,f,white,validation,taylor-swift/5.jpg,images/roster/taylor-swift/5.jpg,5.jpg,2026-08-18T11:01:23.331Z,scored,,3.499,6.42,6.42,f,100%,model,
taylor-swift,7.5,f,white,validation,taylor-swift/6.jpg,images/roster/taylor-swift/6.jpg,6.jpg,2026-08-18T11:01:23.690Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
taylor-swift,7.5,f,white,validation,taylor-swift/7.jpg,images/roster/taylor-swift/7.jpg,7.jpg,2026-08-18T11:01:24.401Z,scored,,4.027,7.35,7.35,f,100%,model,
tekashi-6ix9ine,4.0,m,latino,validation,tekashi-6ix9ine/1.jpg,images/roster/tekashi-6ix9ine/1.jpg,1.jpg,2026-08-18T11:01:24.693Z,scored,,2.994,5.86,5.86,m,99%,model,
tekashi-6ix9ine,4.0,m,latino,validation,tekashi-6ix9ine/3.jpg,images/roster/tekashi-6ix9ine/3.jpg,3.jpg,2026-08-18T11:01:24.990Z,scored,,2.749,5.05,5.05,m,67%,model,non-standard framing (head turned (~24°)) — scored on your override; expect a rougher read.
